"2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","time","day"
0.60800002887845,0.902000042842701,0.872000041417778,0.436000020708889,0.508000024128705,0.484000022988766,0.794000037712976,0.598000028403476,1.01200004806742,0.852000040467829,0,1
0.684000032488257,1.05600005015731,0.894000042462721,0.450000021373853,0.528000025078654,0.486000023083761,0.794000037712976,0.610000028973445,1.1380000540521,0.942000044742599,3,1
0.740000035148114,1.19800005690195,0.900000042747706,0.478000022703782,0.524000024888664,0.478000022703782,0.794000037712976,0.600000028498471,1.15800005500205,0.912000043317676,6,1
0.760000036098063,1.25800005975179,0.876000041607767,0.502000023843721,0.50600002403371,0.458000021753833,0.796000037807971,0.576000027358532,1.09400005196221,0.826000039232895,9,1
0.738000035053119,1.24400005908683,0.858000040752813,0.51400002441369,0.486000023083761,0.438000020803884,0.800000037997961,0.554000026313588,0.988000046927482,0.738000035053119,12,1
0.702000033343211,1.23600005870685,0.872000041417778,0.5100000242237,0.468000022228807,0.428000020328909,0.808000038377941,0.536000025458634,0.916000043507665,0.666000031633303,15,1
0.692000032868236,1.27200006041676,0.936000044457614,0.494000023463741,0.452000021468848,0.426000020233914,0.810000038472936,0.52200002479367,0.960000045597553,0.626000029733405,18,1
0.708000033628196,1.24400005908683,1.01400004816242,0.472000022418797,0.442000020993873,0.442000020993873,0.802000038092956,0.5100000242237,0.994000047212467,0.61200002906844,21,1
0.716000034008175,1.17200005566701,1.07000005082227,0.450000021373853,0.450000021373853,0.464000022038817,0.792000037617981,0.504000023938715,1.05200004996732,0.62000002944842,0,2
0.688000032678246,1.12800005357713,1.07200005091727,0.462000021943823,0.446000021183863,0.476000022608787,0.772000036668032,0.524000024888664,1.14600005443208,0.650000030873343,3,2
0.664000031538308,1.12400005338714,1.02400004863739,0.558000026503578,0.436000020708889,0.484000022988766,0.750000035623088,0.508000024128705,1.10800005262718,0.656000031158328,6,2
0.640000030398369,1.11200005281717,0.942000044742599,0.640000030398369,0.422000020043924,0.476000022608787,0.734000034863129,0.494000023463741,0.990000047022477,0.62000002944842,9,2
0.61600002925843,1.08400005148724,0.864000041037798,0.696000033058226,0.40800001937896,0.468000022228807,0.72200003429316,0.488000023178756,0.874000041512772,0.570000027073547,12,2
0.590000028023496,1.06200005044229,0.818000038852915,0.72600003448315,0.396000018808991,0.460000021848828,0.71400003391318,0.490000023273751,0.782000037143007,0.52200002479367,15,2
0.590000028023496,1.03200004901737,0.822000039042905,0.736000034958124,0.392000018619001,0.452000021468848,0.71400003391318,0.498000023653731,0.756000035908073,0.484000022988766,18,2
0.632000030018389,0.978000046452507,0.866000041132793,0.728000034578145,0.406000019283965,0.446000021183863,0.706000033533201,0.512000024318695,0.782000037143007,0.466000022133812,21,2
0.666000031633303,0.91400004341267,0.898000042652711,0.71000003372319,0.442000020993873,0.446000021183863,0.690000032773241,0.528000025078654,0.794000037712976,0.480000022798777,0,3
0.660000031348318,0.860000040847808,0.894000042462721,0.720000034198165,0.452000021468848,0.460000021848828,0.668000031728297,0.546000025933608,0.81600003875792,0.508000024128705,3,3
