"2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","time","day"
0.72200003429316,0.618000029353425,0.602000028593466,0.378000017954037,0.372000017669052,0.378000017954037,0.592000028118491,0.430000020423904,0.584000027738512,0.498000023653731,0,1
0.682000032393262,0.730000034673139,0.642000030493364,0.40400001918897,0.374000017764047,0.372000017669052,0.60800002887845,0.438000020803884,0.772000036668032,0.630000029923394,3,1
0.614000029163435,0.818000038852915,0.658000031253323,0.392000018619001,0.378000017954037,0.364000017289072,0.62000002944842,0.418000019853935,0.826000039232895,0.658000031253323,6,1
0.532000025268644,0.830000039422885,0.61600002925843,0.358000017004088,0.382000018144026,0.354000016814098,0.62400002963841,0.400000018998981,0.786000037332997,0.618000029353425,9,1
0.460000021848828,0.786000037332997,0.558000026503578,0.31800001510419,0.382000018144026,0.344000016339123,0.62400002963841,0.388000018429011,0.700000033248216,0.554000026313588,12,1
0.456000021658838,0.786000037332997,0.524000024888664,0.292000013869256,0.378000017954037,0.332000015769154,0.62000002944842,0.378000017954037,0.614000029163435,0.492000023368746,15,1
0.628000029828399,0.988000046927482,0.51800002460368,0.300000014249235,0.374000017764047,0.324000015389174,0.62000002944842,0.370000017574057,0.556000026408583,0.444000021088868,18,1
0.72600003448315,1.13000005367212,0.538000025553629,0.304000014439225,0.368000017479062,0.324000015389174,0.618000029353425,0.364000017289072,0.538000025553629,0.460000021848828,21,1
0.696000033058226,1.12600005348213,0.632000030018389,0.30600001453422,0.360000017099082,0.324000015389174,0.61600002925843,0.356000016909093,0.610000028973445,0.462000021943823,0,2
0.628000029828399,1.07000005082227,0.71400003391318,0.350000016624108,0.352000016719103,0.322000015294179,0.614000029163435,0.348000016529113,0.746000035433099,0.440000020898879,3,2
0.552000026218593,1.00800004787743,0.750000035623088,0.436000020708889,0.346000016434118,0.320000015199184,0.60800002887845,0.344000016339123,0.774000036763027,0.414000019663945,6,2
0.482000022893772,0.93000004417263,0.71400003391318,0.476000022608787,0.338000016054139,0.320000015199184,0.600000028498471,0.340000016149133,0.72200003429316,0.388000018429011,9,2
0.428000020328909,0.846000040182844,0.634000030113384,0.462000021943823,0.334000015864149,0.324000015389174,0.592000028118491,0.338000016054139,0.636000030208379,0.368000017479062,12,2
0.396000018808991,0.822000039042905,0.562000026693568,0.460000021848828,0.330000015674159,0.332000015769154,0.582000027643517,0.342000016244128,0.554000026313588,0.358000017004088,15,2
0.458000021753833,0.912000043317676,0.538000025553629,0.488000023178756,0.324000015389174,0.336000015959144,0.576000027358532,0.348000016529113,0.498000023653731,0.350000016624108,18,2
0.654000031063333,0.952000045217574,0.562000026693568,0.534000025363639,0.320000015199184,0.334000015864149,0.570000027073547,0.358000017004088,0.464000022038817,0.336000015959144,21,2
0.686000032583252,0.910000043222681,0.592000028118491,0.598000028403476,0.342000016244128,0.330000015674159,0.570000027073547,0.378000017954037,0.444000021088868,0.31800001510419,0,3
0.676000032108277,0.842000039992854,0.604000028688461,0.62400002963841,0.346000016434118,0.328000015579164,0.562000026693568,0.406000019283965,0.438000020803884,0.334000015864149,3,3
0.61600002925843,0.786000037332997,0.598000028403476,0.610000028973445,0.346000016434118,0.332000015769154,0.550000026123598,0.41200001956895,0.440000020898879,0.370000017574057,6,3
0.526000024983659,0.728000034578145,0.568000026978552,0.578000027453527,0.340000016149133,0.342000016244128,0.538000025553629,0.418000019853935,0.444000021088868,0.362000017194077,9,3
0.452000021468848,0.656000031158328,0.516000024508685,0.542000025743619,0.332000015769154,0.352000016719103,0.52200002479367,0.426000020233914,0.448000021278858,0.336000015959144,12,3
0.434000020613894,0.594000028213486,0.466000022133812,0.502000023843721,0.324000015389174,0.362000017194077,0.508000024128705,0.436000020708889,0.450000021373853,0.3140000149142,15,3
0.580000027548522,0.554000026313588,0.426000020233914,0.468000022228807,0.322000015294179,0.380000018049031,0.496000023558736,0.448000021278858,0.450000021373853,0.29800001415424,18,3
0.668000031728297,0.532000025268644,0.410000019473955,0.478000022703782,0.336000015959144,0.380000018049031,0.482000022893772,0.456000021658838,0.448000021278858,0.286000013584271,21,3
0.630000029923394,0.516000024508685,0.454000021563843,0.530000025173649,0.40400001918897,0.378000017954037,0.472000022418797,0.462000021943823,0.444000021088868,0.280000013299286,0,4
0.578000027453527,0.52200002479367,0.464000022038817,0.544000025838614,0.440000020898879,0.380000018049031,0.462000021943823,0.468000022228807,0.440000020898879,0.326000015484169,3,4
0.508000024128705,0.558000026503578,0.448000021278858,0.516000024508685,0.454000021563843,0.386000018334016,0.462000021943823,0.474000022513792,0.438000020803884,0.326000015484169,6,4
0.442000020993873,0.556000026408583,0.430000020423904,0.466000022133812,0.458000021753833,0.388000018429011,0.464000022038817,0.480000022798777,0.436000020708889,0.322000015294179,9,4
0.394000018713996,0.532000025268644,0.42000001994893,0.40400001918897,0.468000022228807,0.390000018524006,0.448000021278858,0.486000023083761,0.430000020423904,0.31000001472421,12,4
0.366000017384067,0.512000024318695,0.41200001956895,0.360000017099082,0.476000022608787,0.392000018619001,0.436000020708889,0.486000023083761,0.422000020043924,0.304000014439225,15,4
0.354000016814098,0.502000023843721,0.40800001937896,0.352000016719103,0.486000023083761,0.392000018619001,0.424000020138919,0.484000022988766,0.414000019663945,0.30200001434423,18,4
0.352000016719103,0.498000023653731,0.414000019663945,0.368000017479062,0.492000023368746,0.392000018619001,0.41200001956895,0.480000022798777,0.464000022038817,0.346000016434118,21,4
0.352000016719103,0.508000024128705,0.438000020803884,0.400000018998981,0.5100000242237,0.390000018524006,0.40400001918897,0.486000023083761,0.462000021943823,0.398000018903986,0,5
0.398000018903986,0.51800002460368,0.462000021943823,0.422000020043924,0.5100000242237,0.384000018239021,0.394000018713996,0.496000023558736,0.440000020898879,0.41600001975894,3,5
0.450000021373853,0.534000025363639,0.480000022798777,0.42000001994893,0.500000023748726,0.380000018049031,0.386000018334016,0.50600002403371,0.418000019853935,0.418000019853935,6,5
0.442000020993873,0.532000025268644,0.494000023463741,0.392000018619001,0.484000022988766,0.376000017859042,0.382000018144026,0.50600002403371,0.400000018998981,0.402000019093975,9,5
0.400000018998981,0.51400002441369,0.508000024128705,0.356000016909093,0.468000022228807,0.372000017669052,0.382000018144026,0.500000023748726,0.382000018144026,0.372000017669052,12,5
0.384000018239021,0.496000023558736,0.532000025268644,0.330000015674159,0.452000021468848,0.368000017479062,0.386000018334016,0.494000023463741,0.368000017479062,0.346000016434118,15,5
0.398000018903986,0.482000022893772,0.558000026503578,0.324000015389174,0.438000020803884,0.394000018713996,0.390000018524006,0.488000023178756,0.414000019663945,0.334000015864149,18,5
0.478000022703782,0.476000022608787,0.578000027453527,0.334000015864149,0.424000020138919,0.392000018619001,0.396000018808991,0.486000023083761,0.454000021563843,0.332000015769154,21,5
0.61200002906844,0.502000023843721,0.588000027928501,0.342000016244128,0.448000021278858,0.390000018524006,0.406000019283965,0.490000023273751,0.470000022323802,0.406000019283965,0,6
0.738000035053119,0.516000024508685,0.582000027643517,0.352000016719103,0.440000020898879,0.390000018524006,0.410000019473955,0.490000023273751,0.462000021943823,0.470000022323802,3,6
0.770000036573038,0.526000024983659,0.580000027548522,0.362000017194077,0.41600001975894,0.390000018524006,0.41200001956895,0.488000023178756,0.432000020518899,0.468000022228807,6,6
0.692000032868236,0.502000023843721,0.570000027073547,0.378000017954037,0.396000018808991,0.386000018334016,0.410000019473955,0.484000022988766,0.394000018713996,0.428000020328909,9,6
0.578000027453527,0.468000022228807,0.558000026503578,0.436000020708889,0.382000018144026,0.378000017954037,0.40800001937896,0.484000022988766,0.362000017194077,0.392000018619001,12,6
0.492000023368746,0.444000021088868,0.550000026123598,0.450000021373853,0.374000017764047,0.370000017574057,0.410000019473955,0.484000022988766,0.346000016434118,0.368000017479062,15,6
